market_category_id,market_id,category_id
7069,1021275,0
7070,1021275,1
7071,1021275,5
7072,1021275,6
7073,1021275,7
7074,1021275,8
7075,1021275,9
7076,1021275,10
7077,1021275,12
7078,1021275,16
7079,1021275,17
7080,1021275,18
7081,1021275,21
7082,1021275,23
7083,1021275,25
7084,1021275,26
7085,1021275,27
7086,1021275,29
7087,1018159,0
7088,1018159,1
7089,1018159,2
7090,1018159,4
7091,1018159,5
7092,1018159,7
7093,1018159,8
7094,1018159,9
7095,1018159,10
7096,1018159,12
7097,1018159,16
7098,1018159,17
7099,1018159,18
7100,1018159,19
7101,1018159,23
7102,1018159,24
7103,1018159,26
7104,1018159,27
7105,1018159,29
7106,1021303,0
7107,1021303,1
7108,1021303,2
7109,1021303,5
7110,1021303,6
7111,1021303,7
7112,1021303,8
7113,1021303,9
7114,1021303,12
7115,1021303,16
7116,1021303,17
7117,1021303,22
7118,1021303,23
7119,1021303,24
7120,1021303,25
7121,1021303,26
7122,1021303,28
7123,1021414,0
7124,1021414,1
7125,1021414,2
7126,1021414,5
7127,1021414,8
7128,1021414,9
7129,1021414,10
7130,1021414,12
7131,1021414,16
7132,1021414,17
7133,1021414,18
7134,1021414,22
7135,1021414,23
7136,1021414,24
7137,1021414,25
7138,1021414,26
7139,1021414,28
7140,1011673,1
7141,1011673,2
7142,1011673,3
7143,1011673,4
7144,1011673,5
7145,1011673,6
7146,1011673,7
7147,1011673,8
7148,1011673,9
7149,1011673,10
7150,1011673,12
7151,1011673,14
7152,1011673,15
7153,1011673,16
7154,1011673,17
7155,1011673,18
7156,1011673,20
7157,1011673,21
7158,1011673,23
7159,1011673,25
7160,1011673,26
7161,1011673,27
7162,1019079,1
7163,1019079,2
7164,1019079,5
7165,1019079,8
7166,1019079,9
7167,1019079,10
7168,1019079,11
7169,1019079,14
7170,1019079,17
7171,1019079,18
7172,1019079,19
7173,1019079,20
7174,1019079,23
7175,1019079,27
7176,1020133,5
7177,1020133,8
7178,1020133,9
7179,1020133,15
7180,1020133,17
7181,1020133,23
7182,1011113,0
7183,1011113,1
7184,1011113,2
7185,1011113,3
7186,1011113,4
7187,1011113,5
7188,1011113,6
7189,1011113,7
7190,1011113,8
7191,1011113,9
7192,1011113,10
7193,1011113,12
7194,1011113,14
7195,1011113,15
7196,1011113,16
7197,1011113,17
7198,1011113,18
7199,1011113,21
7200,1011113,23
7201,1011113,24
7202,1011113,25
7203,1011113,26
7204,1011113,27
7205,1019510,0
7206,1019510,1
7207,1019510,4
7208,1019510,8
7209,1019510,9
7210,1019510,10
7211,1019510,14
7212,1019510,17
7213,1019510,18
7214,1019510,23
7215,1019510,24
7216,1019510,25
7217,1019510,26
7218,1020172,0
7219,1020172,8
7220,1020172,9
7221,1020172,23
7222,1012717,0
7223,1012717,1
7224,1012717,3
7225,1012717,4
7226,1012717,5
7227,1012717,7
7228,1012717,8
7229,1012717,9
7230,1012717,10
7231,1012717,12
7232,1012717,14
7233,1012717,15
7234,1012717,16
7235,1012717,17
7236,1012717,18
7237,1012717,21
7238,1012717,22
7239,1012717,23
7240,1012717,25
7241,1012717,29
7242,1019094,1
7243,1019094,2
7244,1019094,3
7245,1019094,5
7246,1019094,8
7247,1019094,9
7248,1019094,10
7249,1019094,11
7250,1019094,12
7251,1019094,15
7252,1019094,16
7253,1019094,17
7254,1019094,18
7255,1019094,23
7256,1019094,26
7257,1021300,1
7258,1021300,3
7259,1021300,4
7260,1021300,5
7261,1021300,6
7262,1021300,7
7263,1021300,8
7264,1021300,9
7265,1021300,10
7266,1021300,12
7267,1021300,15
7268,1021300,17
7269,1021300,18
7270,1021300,21
7271,1021300,23
7272,1021300,27
7273,1019125,0
7274,1019125,1
7275,1019125,2
7276,1019125,3
7277,1019125,4
7278,1019125,5
7279,1019125,7
7280,1019125,8
7281,1019125,9
7282,1019125,10
7283,1019125,11
7284,1019125,12
7285,1019125,15
7286,1019125,16
7287,1019125,17
7288,1019125,18
7289,1019125,20
7290,1019125,21
7291,1019125,23
7292,1019125,26
7293,1019125,27
7294,1019125,28
7295,1021698,1
7296,1021698,2
7297,1021698,4
7298,1021698,5
7299,1021698,7
7300,1021698,8
7301,1021698,9
7302,1021698,10
7303,1021698,11
7304,1021698,12
7305,1021698,15
7306,1021698,16
7307,1021698,17
7308,1021698,18
7309,1021698,20
7310,1021698,23
7311,1021698,25
7312,1021698,26
7313,1021698,27
7314,1021698,29
7315,1009867,0
7316,1009867,1
7317,1009867,2
7318,1009867,3
7319,1009867,4
7320,1009867,5
7321,1009867,7
7322,1009867,8
7323,1009867,9
7324,1009867,10
7325,1009867,12
7326,1009867,15
7327,1009867,16
7328,1009867,17
7329,1009867,18
7330,1009867,20
7331,1009867,21
7332,1009867,23
7333,1009867,24
7334,1009867,25
7335,1009867,26
7336,1009867,27
7337,1009867,28
7338,1009867,29
7339,1019624,1
7340,1019624,3
7341,1019624,4
7342,1019624,7
7343,1019624,8
7344,1019624,9
7345,1019624,12
7346,1019624,15
7347,1019624,16
7348,1019624,17
7349,1019624,18
7350,1019624,19
7351,1019624,21
7352,1019624,23
7353,1021710,1
7354,1021710,4
7355,1021710,5
7356,1021710,7
7357,1021710,8
7358,1021710,9
7359,1021710,10
7360,1021710,11
7361,1021710,12
7362,1021710,15
7363,1021710,16
7364,1021710,17
7365,1021710,18
7366,1021710,21
7367,1021710,23
7368,1021228,0
7369,1021228,1
7370,1021228,2
7371,1021228,4
7372,1021228,5
7373,1021228,7
7374,1021228,8
7375,1021228,9
7376,1021228,10
7377,1021228,16
7378,1021228,23
7379,1021228,28
7380,1012783,1
7381,1012783,2
7382,1012783,3
7383,1012783,4
7384,1012783,5
7385,1012783,6
7386,1012783,7
7387,1012783,8
7388,1012783,9
7389,1012783,10
7390,1012783,12
7391,1012783,14
7392,1012783,15
7393,1012783,16
7394,1012783,17
7395,1012783,18
7396,1012783,21
7397,1012783,23
7398,1012783,26
7399,1012160,0
7400,1012160,1
7401,1012160,2
7402,1012160,3
7403,1012160,4
7404,1012160,5
7405,1012160,6
7406,1012160,7
7407,1012160,8
7408,1012160,9
7409,1012160,10
7410,1012160,12
7411,1012160,14
7412,1012160,15
7413,1012160,16
7414,1012160,17
7415,1012160,18
7416,1012160,19
7417,1012160,20
7418,1012160,21
7419,1012160,22
7420,1012160,23
7421,1012160,25
7422,1012160,26
7423,1019118,1
7424,1019118,3
7425,1019118,7
7426,1019118,8
7427,1019118,10
7428,1019118,15
7429,1019118,18
7430,1019118,21
7431,1019118,23
7432,1021652,4
7433,1021652,8
7434,1021652,23
7435,1021574,0
7436,1021574,1
7437,1021574,4
7438,1021574,5
7439,1021574,6
7440,1021574,7
7441,1021574,8
7442,1021574,9
7443,1021574,10
7444,1021574,12
7445,1021574,14
7446,1021574,16
7447,1021574,18
7448,1021574,20
7449,1021574,21
7450,1021574,23
7451,1021574,25
7452,1021574,27
7453,1019936,1
7454,1019936,2
7455,1019936,3
7456,1019936,4
7457,1019936,5
7458,1019936,7
7459,1019936,8
7460,1019936,9
7461,1019936,10
7462,1019936,14
7463,1019936,17
7464,1019936,18
7465,1019936,21
7466,1019936,23
7467,1019936,24
7468,1019936,25
7469,1019936,26
7470,1012634,1
7471,1012634,3
7472,1012634,4
7473,1012634,7
7474,1012634,8
7475,1012634,10
7476,1012634,15
7477,1012634,23
7478,1019921,1
7479,1019921,3
7480,1019921,4
7481,1019921,5
7482,1019921,7
7483,1019921,8
7484,1019921,9
7485,1019921,10
7486,1019921,12
7487,1019921,14
7488,1019921,15
7489,1019921,16
7490,1019921,17
7491,1019921,18
7492,1019921,21
7493,1019921,23
7494,1021587,1
7495,1021587,3
7496,1021587,4
7497,1021587,5
7498,1021587,7
7499,1021587,8
7500,1021587,17
7501,1021587,18
7502,1021587,23
7503,1021587,24
7504,1018900,1
7505,1018900,2
7506,1018900,3
7507,1018900,4
7508,1018900,5
7509,1018900,6
7510,1018900,7
7511,1018900,8
7512,1018900,9
7513,1018900,10
7514,1018900,11
7515,1018900,12
7516,1018900,14
7517,1018900,15
7518,1018900,16
7519,1018900,17
7520,1018900,18
7521,1018900,19
7522,1018900,21
7523,1018900,23
7524,1018900,25
7525,1018900,26
7526,1018900,27
7527,1018898,1
7528,1018898,2
7529,1018898,3
7530,1018898,5
7531,1018898,6
7532,1018898,7
7533,1018898,8
7534,1018898,9
7535,1018898,10
7536,1018898,11
7537,1018898,12
7538,1018898,14
7539,1018898,16
7540,1018898,17
7541,1018898,18
7542,1018898,23
7543,1018898,26
7544,1018898,27
7545,1020112,4
7546,1020112,5
7547,1020112,8
7548,1020112,9
7549,1020112,23
7550,1018717,0
7551,1018717,1
7552,1018717,2
7553,1018717,5
7554,1018717,7
7555,1018717,8
7556,1018717,9
7557,1018717,10
7558,1018717,12
7559,1018717,15
7560,1018717,16
7561,1018717,17
7562,1018717,18
7563,1018717,21
7564,1018717,23
7565,1018717,25
7566,1018717,27
7567,1021207,0
7568,1021207,1
7569,1021207,2
7570,1021207,4
7571,1021207,5
7572,1021207,6
7573,1021207,8
7574,1021207,9
7575,1021207,11
7576,1021207,12
7577,1021207,15
7578,1021207,16
7579,1021207,18
7580,1021207,19
7581,1021207,20
7582,1021207,21
7583,1021207,23
7584,1021207,26
7585,1002657,0
7586,1002657,1
7587,1002657,2
7588,1002657,4
7589,1002657,5
7590,1002657,7
7591,1002657,8
7592,1002657,9
7593,1002657,10
7594,1002657,11
7595,1002657,12
7596,1002657,15
7597,1002657,16
7598,1002657,17
7599,1002657,20
7600,1002657,21
7601,1002657,23
7602,1002657,26
7603,1002657,27
7604,1002657,29
7605,1002769,0
7606,1002769,1
7607,1002769,2
7608,1002769,3
7609,1002769,4
7610,1002769,5
7611,1002769,7
7612,1002769,8
7613,1002769,9
7614,1002769,10
7615,1002769,11
7616,1002769,15
7617,1002769,18
7618,1002769,19
7619,1002769,23
7620,1002769,26
7621,1019398,0
7622,1019398,1
7623,1019398,2
7624,1019398,3
7625,1019398,4
7626,1019398,5
7627,1019398,7
7628,1019398,8
7629,1019398,9
7630,1019398,10
7631,1019398,12
7632,1019398,14
7633,1019398,15
7634,1019398,16
7635,1019398,17
7636,1019398,18
7637,1019398,20
7638,1019398,21
7639,1019398,23
7640,1019398,26
7641,1012045,0
7642,1012045,1
7643,1012045,2
7644,1012045,3
7645,1012045,4
7646,1012045,5
7647,1012045,6
7648,1012045,7
7649,1012045,8
7650,1012045,9
7651,1012045,10
7652,1012045,12
7653,1012045,14
7654,1012045,16
7655,1012045,17
7656,1012045,18
7657,1012045,19
7658,1012045,21
7659,1012045,23
7660,1012045,25
7661,1012045,28
7662,1018940,1
7663,1018940,4
7664,1018940,5
7665,1018940,7
7666,1018940,8
7667,1018940,9
7668,1018940,10
7669,1018940,11
7670,1019684,0
7671,1019684,1
7672,1019684,3
7673,1019684,4
7674,1019684,5
7675,1019684,8
7676,1019684,9
7677,1019684,12
7678,1019684,18
7679,1019684,19
7680,1019684,21
7681,1019684,23
7682,1018765,1
7683,1018765,3
7684,1018765,4
7685,1018765,5
7686,1018765,7
7687,1018765,8
7688,1018765,9
7689,1018765,10
7690,1018765,11
7691,1018765,12
7692,1018765,14
7693,1018765,15
7694,1018765,17
7695,1018765,18
7696,1018765,19
7697,1018765,21
7698,1018765,22
7699,1018765,23
7700,1018765,24
7701,1018765,27
7702,1019687,1
7703,1019687,2
7704,1019687,3
7705,1019687,4
7706,1019687,5
7707,1019687,6
7708,1019687,8
7709,1019687,9
7710,1019687,10
7711,1019687,17
7712,1019687,20
7713,1019687,21
7714,1019687,23
7715,1019687,25
7716,1006678,0
7717,1006678,1
7718,1006678,4
7719,1006678,5
7720,1006678,7
7721,1006678,8
7722,1006678,9
7723,1006678,10
7724,1006678,12
7725,1006678,14
7726,1006678,15
7727,1006678,16
7728,1006678,17
7729,1006678,18
7730,1006678,22
7731,1006678,23
7732,1006678,29
7733,1020053,0
7734,1020053,1
7735,1020053,3
7736,1020053,4
7737,1020053,5
7738,1020053,7
7739,1020053,8
7740,1020053,10
7741,1020053,12
7742,1020053,15
7743,1020053,18
7744,1020053,23
7745,1020053,24
7746,1019954,0
7747,1019954,1
7748,1019954,2
7749,1019954,3
7750,1019954,4
7751,1019954,5
7752,1019954,7
7753,1019954,8
7754,1019954,10
7755,1019954,12
7756,1019954,15
7757,1019954,17
7758,1019954,18
7759,1019954,23
7760,1019954,26
7761,1010195,1
7762,1010195,3
7763,1010195,4
7764,1010195,5
7765,1010195,8
7766,1010195,9
7767,1010195,10
7768,1010195,11
7769,1010195,12
7770,1010195,15
7771,1010195,18
7772,1010195,23
7773,1005267,8
7774,1005267,14
7775,1005267,22
7776,1005267,23
7777,1005267,26
7778,1007798,0
7779,1007798,1
7780,1007798,2
7781,1007798,3
7782,1007798,4
7783,1007798,5
7784,1007798,6
7785,1007798,7
7786,1007798,8
7787,1007798,9
7788,1007798,10
7789,1007798,11
7790,1007798,12
7791,1007798,15
7792,1007798,16
7793,1007798,17
7794,1007798,18
7795,1007798,20
7796,1007798,21
7797,1007798,22
7798,1007798,23
7799,1007798,25
7800,1007798,26
7801,1019081,1
7802,1019081,3
7803,1019081,5
7804,1019081,8
7805,1019081,9
7806,1019081,10
7807,1019081,11
7808,1019081,15
7809,1019081,16
7810,1019081,23
7811,1018622,0
7812,1018622,1
7813,1018622,2
7814,1018622,3
7815,1018622,4
7816,1018622,5
7817,1018622,7
7818,1018622,8
7819,1018622,9
7820,1018622,10
7821,1018622,12
7822,1018622,14
7823,1018622,15
7824,1018622,16
7825,1018622,17
7826,1018622,18
7827,1018622,19
7828,1018622,20
7829,1018622,21
7830,1018622,22
7831,1018622,23
7832,1018622,24
7833,1018622,25
7834,1018622,26
7835,1018622,27
7836,1018622,28
7837,1019186,1
7838,1019186,2
7839,1019186,3
7840,1019186,4
7841,1019186,5
7842,1019186,6
7843,1019186,7
7844,1019186,8
7845,1019186,9
7846,1019186,10
7847,1019186,12
7848,1019186,15
7849,1019186,16
7850,1019186,17
7851,1019186,18
7852,1019186,21
7853,1019186,23
7854,1019186,25
7855,1019186,27
7856,1019049,1
7857,1019049,3
7858,1019049,4
7859,1019049,5
7860,1019049,7
7861,1019049,8
7862,1019049,9
7863,1019049,10
7864,1019049,12
7865,1019049,18
7866,1019049,19
7867,1019049,20
7868,1019049,21
7869,1019049,23
7870,1019049,29
7871,1018562,0
7872,1018562,1
7873,1018562,2
7874,1018562,3
7875,1018562,4
7876,1018562,5
7877,1018562,7
7878,1018562,8
7879,1018562,9
7880,1018562,10
7881,1018562,12
7882,1018562,14
7883,1018562,15
7884,1018562,17
7885,1018562,18
7886,1018562,20
7887,1018562,21
7888,1018562,23
7889,1018562,26
7890,1018562,27
7891,1018562,29
7892,1019457,0
7893,1019457,1
7894,1019457,3
7895,1019457,4
7896,1019457,5
7897,1019457,7
7898,1019457,8
7899,1019457,9
7900,1019457,10
7901,1019457,11
7902,1019457,12
7903,1019457,14
7904,1019457,16
7905,1019457,17
7906,1019457,21
7907,1019457,23
7908,1019457,25
7909,1019457,26
7910,1019457,29
7911,1010889,0
7912,1010889,1
7913,1010889,2
7914,1010889,4
7915,1010889,5
7916,1010889,7
7917,1010889,8
7918,1010889,9
7919,1010889,10
7920,1010889,12
7921,1010889,15
7922,1010889,16
7923,1010889,17
7924,1010889,18
7925,1010889,19
7926,1010889,21
7927,1010889,23
7928,1010889,26
7929,1010889,27
7930,1019841,0
7931,1019841,2
7932,1019841,5
7933,1019841,8
7934,1019841,9
7935,1019841,12
7936,1019841,16
7937,1019841,18
7938,1019841,21
7939,1019841,23
7940,1021514,1
7941,1021514,2
7942,1021514,3
7943,1021514,4
7944,1021514,5
7945,1021514,6
7946,1021514,7
7947,1021514,8
7948,1021514,9
7949,1021514,10
7950,1021514,12
7951,1021514,16
7952,1021514,17
7953,1021514,18
7954,1021514,20
7955,1021514,23
7956,1021514,24
7957,1021514,25
7958,1021514,26
7959,1019499,0
7960,1019499,4
7961,1019499,8
7962,1019523,0
7963,1019523,1
7964,1019523,3
7965,1019523,5
7966,1019523,7
7967,1019523,8
7968,1019523,9
7969,1019523,10
7970,1019523,12
7971,1019523,14
7972,1019523,17
7973,1019523,18
7974,1019523,19
7975,1019523,21
7976,1019523,23
7977,1018937,1
7978,1018937,3
7979,1018937,5
7980,1018937,8
7981,1018937,9
7982,1018937,10
7983,1018937,16
7984,1018937,18
7985,1018937,20
7986,1018937,21
7987,1018937,23
7988,1018937,27
7989,1019436,1
7990,1019436,4
7991,1019436,5
7992,1019436,8
7993,1019436,9
7994,1019436,10
7995,1019436,15
7996,1019436,19
7997,1019436,21
7998,1019436,23
7999,1019436,26
8000,1021666,1
8001,1021666,3
8002,1021666,4
8003,1021666,5
8004,1021666,8
8005,1021666,10
8006,1021666,17
8007,1021666,18
8008,1021666,23
8009,1021734,1
8010,1021734,3
8011,1021734,4
8012,1021734,5
8013,1021734,8
8014,1021734,9
8015,1021734,10
8016,1021734,11
8017,1021734,16
8018,1021734,17
8019,1021734,18
8020,1021734,23
8021,1018131,1
8022,1018131,3
8023,1018131,5
8024,1018131,6
8025,1018131,7
8026,1018131,8
8027,1018131,9
8028,1018131,10
8029,1018131,12
8030,1018131,17
8031,1018131,18
8032,1018131,21
8033,1018131,23
8034,1018131,25
8035,1018131,26
8036,1020104,1
8037,1020104,3
8038,1020104,4
8039,1020104,5
8040,1020104,7
8041,1020104,8
8042,1020104,9
8043,1020104,10
8044,1020104,12
8045,1020104,15
8046,1020104,17
8047,1020104,21
8048,1020104,23
8049,1020104,27
8050,1021388,1
8051,1021388,2
8052,1021388,3
8053,1021388,4
8054,1021388,5
8055,1021388,7
8056,1021388,8
8057,1021388,9
8058,1021388,10
8059,1021388,11
8060,1021388,12
8061,1021388,15
8062,1021388,16
8063,1021388,17
8064,1021388,18
8065,1021388,21
8066,1021388,23
8067,1021388,26
8068,1021388,27
8069,1019705,1
8070,1019705,3
8071,1019705,5
8072,1019705,6
8073,1019705,8
8074,1019705,9
8075,1019705,10
8076,1019705,17
8077,1019705,18
8078,1019705,21
8079,1019705,22
8080,1019705,23
8081,1019705,25
8082,1019705,27
8083,1005069,0
8084,1005069,1
8085,1005069,2
8086,1005069,4
8087,1005069,5
8088,1005069,6
8089,1005069,7
8090,1005069,8
8091,1005069,9
8092,1005069,10
8093,1005069,12
8094,1005069,14
8095,1005069,15
8096,1005069,16
8097,1005069,17
8098,1005069,19
8099,1005069,21
8100,1005069,22
8101,1005069,23
8102,1005069,24
8103,1005069,26
8104,1005069,27
8105,1021404,1
8106,1021404,3
8107,1021404,4
8108,1021404,5
8109,1021404,7
8110,1021404,8
8111,1021404,9
8112,1021404,10
8113,1021404,12
8114,1021404,15
8115,1021404,19
8116,1021404,23
8117,1021620,1
8118,1021620,3
8119,1021620,4
8120,1021620,5
8121,1021620,7
8122,1021620,8
8123,1021620,9
8124,1021620,10
8125,1021620,12
8126,1021620,16
8127,1021620,17
8128,1021620,18
8129,1021620,23
8130,1021620,27
8131,1005159,0
8132,1005159,1
8133,1005159,2
8134,1005159,3
8135,1005159,4
8136,1005159,5
8137,1005159,6
8138,1005159,7
8139,1005159,8
8140,1005159,9
8141,1005159,12
8142,1005159,14
8143,1005159,15
8144,1005159,16
8145,1005159,17
8146,1005159,18
8147,1005159,20
8148,1005159,21
8149,1005159,23
8150,1005159,24
8151,1005159,25
8152,1005159,26
8153,1005159,29
8154,1021538,0
8155,1021538,1
8156,1021538,2
8157,1021538,3
8158,1021538,4
8159,1021538,5
8160,1021538,7
8161,1021538,8
8162,1021538,9
8163,1021538,10
8164,1021538,11
8165,1021538,12
8166,1021538,14
8167,1021538,17
8168,1021538,18
8169,1021538,21
8170,1021538,23
8171,1021538,25
8172,1021538,26
8173,1021538,29
8174,1021581,1
8175,1021581,3
8176,1021581,4
8177,1021581,5
8178,1021581,7
8179,1021581,8
8180,1021581,9
8181,1021581,10
8182,1021581,12
8183,1021581,15
8184,1021581,16
8185,1021581,17
8186,1021581,18
8187,1021581,21
8188,1021581,23
8189,1021581,25
8190,1021581,27
8191,1019993,1
8192,1019993,2
8193,1019993,3
8194,1019993,4
8195,1019993,5
8196,1019993,7
8197,1019993,8
8198,1019993,9
8199,1019993,10
8200,1019993,12
8201,1019993,15
8202,1019993,17
8203,1019993,18
8204,1019993,19
8205,1019993,23
8206,1020079,1
8207,1020079,3
8208,1020079,4
8209,1020079,5
8210,1020079,7
8211,1020079,8
8212,1020079,9
8213,1020079,10
8214,1020079,12
8215,1020079,15
8216,1020079,16
8217,1020079,18
8218,1020079,19
8219,1020079,22
8220,1020079,23
8221,1020080,1
8222,1020080,3
8223,1020080,4
8224,1020080,5
8225,1020080,7
8226,1020080,8
8227,1020080,9
8228,1020080,10
8229,1020080,12
8230,1020080,15
8231,1020080,16
8232,1020080,18
8233,1020080,19
8234,1020080,22
8235,1020080,23
8236,1021595,1
8237,1021595,2
8238,1021595,3
8239,1021595,4
8240,1021595,5
8241,1021595,6
8242,1021595,8
8243,1021595,9
8244,1021595,10
8245,1021595,12
8246,1021595,15
8247,1021595,16
8248,1021595,17
8249,1021595,18
8250,1021595,19
8251,1021595,20
8252,1021595,21
8253,1021595,23
8254,1021595,25
8255,1021595,27
8256,1019862,0
8257,1019862,1
8258,1019862,2
8259,1019862,4
8260,1019862,5
8261,1019862,6
8262,1019862,7
8263,1019862,8
8264,1019862,9
8265,1019862,10
8266,1019862,11
8267,1019862,12
8268,1019862,16
8269,1019862,17
8270,1019862,18
8271,1019862,19
8272,1019862,20
8273,1019862,21
8274,1019862,22
8275,1019862,23
8276,1019862,25
8277,1019862,26
8278,1018427,1
8279,1018427,7
8280,1018427,8
8281,1018427,10
8282,1018427,12
8283,1018427,15
8284,1018427,19
8285,1018427,23
8286,1016870,0
8287,1016870,1
8288,1016870,2
8289,1016870,3
8290,1016870,4
8291,1016870,5
8292,1016870,6
8293,1016870,7
8294,1016870,8
8295,1016870,9
8296,1016870,10
8297,1016870,14
8298,1016870,15
8299,1016870,17
8300,1016870,18
8301,1016870,19
8302,1016870,21
8303,1016870,23
8304,1016870,25
8305,1016870,29
8306,1021460,1
8307,1021460,3
8308,1021460,4
8309,1021460,5
8310,1021460,7
8311,1021460,8
8312,1021460,9
8313,1021460,10
8314,1021460,12
8315,1021460,15
8316,1021460,18
8317,1021460,19
8318,1021460,23
8319,1019800,1
8320,1019800,2
8321,1019800,3
8322,1019800,4
8323,1019800,5
8324,1019800,7
8325,1019800,8
8326,1019800,9
8327,1019800,10
8328,1019800,11
8329,1019800,12
8330,1019800,15
8331,1019800,16
8332,1019800,18
8333,1019800,21
8334,1019800,23
8335,1012627,0
8336,1012627,1
8337,1012627,2
8338,1012627,4
8339,1012627,5
8340,1012627,7
8341,1012627,8
8342,1012627,9
8343,1012627,10
8344,1012627,12
8345,1012627,15
8346,1012627,16
8347,1012627,17
8348,1012627,18
8349,1012627,20
8350,1012627,22
8351,1012627,23
8352,1012627,25
8353,1012627,26
8354,1012627,27
8355,1012627,29
8356,1002721,0
8357,1002721,1
8358,1002721,4
8359,1002721,5
8360,1002721,6
8361,1002721,7
8362,1002721,8
8363,1002721,9
8364,1002721,10
8365,1002721,12
8366,1002721,14
8367,1002721,15
8368,1002721,16
8369,1002721,17
8370,1002721,18
8371,1002721,19
8372,1002721,20
8373,1002721,21
8374,1002721,23
8375,1002721,25
8376,1018973,0
8377,1018973,1
8378,1018973,3
8379,1018973,4
8380,1018973,5
8381,1018973,7
8382,1018973,8
8383,1018973,9
8384,1018973,15
8385,1018973,17
8386,1018973,18
8387,1018973,20
8388,1018973,21
8389,1018973,23
8390,1018973,24
8391,1021676,1
8392,1021676,3
8393,1021676,4
8394,1021676,5
8395,1021676,8
8396,1021676,9
8397,1021676,12
8398,1021676,15
8399,1021676,16
8400,1021676,17
8401,1021676,18
8402,1021676,23
8403,1021676,26
8404,1021676,29
8405,1021665,1
8406,1021665,3
8407,1021665,4
8408,1021665,5
8409,1021665,7
8410,1021665,8
8411,1021665,9
8412,1021665,10
8413,1021665,12
8414,1021665,14
8415,1021665,16
8416,1021665,17
8417,1021665,18
8418,1021665,21
8419,1021665,23
8420,1021665,26
8421,1021665,27
8422,1021665,29
8423,1020193,0
8424,1020193,1
8425,1020193,2
8426,1020193,4
8427,1020193,5
8428,1020193,6
8429,1020193,7
8430,1020193,8
8431,1020193,9
8432,1020193,10
8433,1020193,12
8434,1020193,14
8435,1020193,16
8436,1020193,17
8437,1020193,20
8438,1020193,21
8439,1020193,22
8440,1020193,23
8441,1020193,24
8442,1020193,25
8443,1020193,26
8444,1020193,28
8445,1012308,1
8446,1012308,2
8447,1012308,3
8448,1012308,4
8449,1012308,5
8450,1012308,7
8451,1012308,8
8452,1012308,9
8453,1012308,10
8454,1012308,11
8455,1012308,12
8456,1012308,15
8457,1012308,16
8458,1012308,18
8459,1012308,23
8460,1019771,1
8461,1019771,2
8462,1019771,5
8463,1019771,7
8464,1019771,8
8465,1019771,9
8466,1019771,10
8467,1019771,11
8468,1019771,12
8469,1019771,16
8470,1019771,17
8471,1019771,18
8472,1019771,20
8473,1019771,21
8474,1019771,23
8475,1019771,25
8476,1018193,1
8477,1018193,3
8478,1018193,5
8479,1018193,7
8480,1018193,8
8481,1018193,9
8482,1018193,10
8483,1018193,15
8484,1018193,18
8485,1018193,19
8486,1018193,23
8487,1020008,1
8488,1020008,3
8489,1020008,4
8490,1020008,5
8491,1020008,7
8492,1020008,8
8493,1020008,9
8494,1020008,10
8495,1020008,15
8496,1020008,18
8497,1020008,21
8498,1020008,23
8499,1020008,25
8500,1020008,29
8501,1019677,1
8502,1019677,2
8503,1019677,4
8504,1019677,5
8505,1019677,7
8506,1019677,8
8507,1019677,9
8508,1019677,10
8509,1019677,12
8510,1019677,16
8511,1019677,17
8512,1019677,18
8513,1019677,19
8514,1019677,23
8515,1019677,24
8516,1019677,27
8517,1004377,0
8518,1004377,1
8519,1004377,3
8520,1004377,4
8521,1004377,7
8522,1004377,8
8523,1004377,9
8524,1004377,10
8525,1004377,15
8526,1004377,18
8527,1004377,19
8528,1004377,23
8529,1019914,1
8530,1019914,4
8531,1019914,5
8532,1019914,6
8533,1019914,7
8534,1019914,8
8535,1019914,9
8536,1019914,15
8537,1019914,17
8538,1019914,18
8539,1019914,21
8540,1019914,23
8541,1019914,24
8542,1019914,27
8543,1019914,28
8544,1019897,1
8545,1019897,3
8546,1019897,4
8547,1019897,5
8548,1019897,7
8549,1019897,8
8550,1019897,9
8551,1019897,10
8552,1019897,12
8553,1019897,15
8554,1019897,18
8555,1019897,23
8556,1020091,1
8557,1020091,3
8558,1020091,4
8559,1020091,5
8560,1020091,7
8561,1020091,8
8562,1020091,9
8563,1020091,11
8564,1020091,15
8565,1020091,17
8566,1020091,18
8567,1020091,19
8568,1020091,23
8569,1020091,29
8570,1020065,1
8571,1020065,2
8572,1020065,3
8573,1020065,4
8574,1020065,7
8575,1020065,8
8576,1020065,9
8577,1020065,10
8578,1020065,11
8579,1020065,12
8580,1020065,15
8581,1020065,21
8582,1020065,23
8583,1020065,27
8584,1021453,1
8585,1021453,3
8586,1021453,4
8587,1021453,5
8588,1021453,7
8589,1021453,8
8590,1021453,9
8591,1021453,10
8592,1021453,15
8593,1021453,16
8594,1021453,17
8595,1021453,18
8596,1021453,21
8597,1021453,23
8598,1021453,25
8599,1019123,1
8600,1019123,2
8601,1019123,3
8602,1019123,5
8603,1019123,7
8604,1019123,8
8605,1019123,9
8606,1019123,10
8607,1019123,11
8608,1019123,12
8609,1019123,16
8610,1019123,17
8611,1019123,18
8612,1019123,20
8613,1019123,21
8614,1019123,23
8615,1019123,25
8616,1019123,26
8617,1000958,1
8618,1000958,2
8619,1000958,3
8620,1000958,4
8621,1000958,5
8622,1000958,6
